Roaster,Name,Review,Roaster_link,Origin,Roast,dollars_per_ounce,Review_date
Open Seas Coffee,Wonderland Winter Solstice Holiday Blend,"High-toned, crisply sweet-tart. Green apple, cocoa nib, honeysuckle, elm, agave syrup in aroma and cup. Sweetly tart structure with pert acidity; satiny-smooth mouthfeel. The cocoa-toned finish is supported by notes of crisp apple and a hint of honeysuckle.",,Nicaragua; Ethiopia,Medium-Light,1.91,December 2019
Peet's Coffee,Dark Roast Holiday Blend,"Very roast-prominent, chocolaty and spiced-toned. Chocolate, charred mesquite, date, baking spices, dark caramel in aroma and cup. Sweet-toned structure with a bitter edge; full though drying mouthfeel. The finish, while sweet, is dominated by burned wood notes that obscure the underlying chocolate and fruit.",,Sumatra; Panama; Kenya,Dark,1.12,December 2019
Amavida Coffee Roasters,Ethiopia Idido Wegida,"High-toned, sweetly tart. Maple syrup, almond butter, dried apricot, cocoa nib, baking spices in aroma and cup. Sweet-tart structure with pert acidity; velvety-smooth mouthfeel. The flavor-saturated finish centers on maple syrup and dried apricot in the short and cocoa-toned almond butter in the long, with a hint of baking spices.",https://bit.ly/2PGHVY6,"Yirgacheffe growing region, southern Ethiopia",Medium-Light,1.66,December 2019
Big Shoulders Coffee,Kenya Kirinyaga,"Rich-toned, sweetly savory, vibrant. Cocoa nib, black currant, myrrh, apricot, hop flowers in aroma and cup. Sweet, savory-edged structure with brisk acidity; plush, syrupy mouthfeel. The resonant finish centers around apricot and hop flowers in the short, cocoa nib and myrrh in the long.",,"Kirinyaga District, south-central Kenya",Medium-Light,1.75,December 2019
Amavida Coffee Roasters,Mbeguka Kenya,"Richly sweet, deeply savory. Red currant, hop flowers, fresh-cut cedar, tamarind, spearmint in aroma and cup. Bright, sweet-savory structure with lively acidity; full, velvety mouthfeel. The short finish is flavor-saturated, consolidating in the long to notes of red currant and spearmint.",https://bit.ly/2PGHVY6,"Kibugu Village, Embu County, Kenya",Medium-Light,1.66,December 2019
Big Shoulders Coffee,Guatemala La Folie,"Deeply sweet, richly nut-toned. Hazelnut butter, magnolia-like flowers, crisp pear, cedar, agave syrup in aroma and cup. Sweet in structure with gentle, round acidity; syrupy-smooth mouthfeel. The finish consolidates to deep nut and rich aromatic wood.",,"Antigua, Guatemala",Medium-Light,1.75,December 2019
Big Shoulders Coffee,Costa Rica Farmer’s Project,"Sweetly tart, high-toned. Lime zest, almond, cherry, cedar, apple blossom in aroma and cup. Sweet-tart structure with pert acidity; full, satiny mouthfeel. The finish is crisp and citrusy, redolent of lime zest.",,Costa Rica,Medium-Light,1.5,December 2019
Klatch Coffee,Guatemala Concepción Buena Vista,"Delicate, sweet-toned. Apricot, fresh-cut fir, magnolia, hazelnut, cocoa powder in aroma and cup. Sweet in structure with lively acidity; velvety mouthfeel. The finish is richly drying with notes of hazelnut, fir and cocoa powder.",http://www.klatchcoffee.com,"Chimaltenango, Guatemala",Medium-Light,1.41,December 2019
Klatch Coffee,El Salvador Las Mercedes Pacamara Honey,"Richly sweet-savory. Pomegranate, fine musk, nougat, cedar, a hint of marjoram in aroma and cup. Savory-sweet structure with round, gentle acidity; full, satiny-smooth mouthfeel. Finish consolidates to nougat and pomegranate in the short with musk returning in the long. ",http://www.klatchcoffee.com,"Cerro El Tigre, El Salvador",Light,1.41,December 2019
Klatch Coffee,Panama Esmeralda Geisha Portón Oro Yeast,"Floral-toned, bright, citrusy. Star jasmine, bergamot, sandalwood, maple syrup, baking chocolate in aroma and cup. Sweet-tart structure with crisp, juicy acidity; plush, syrupy mouthfeel. Cocoa-toned finish with undertones on bergamot and star jasmine.",http://www.klatchcoffee.com,"Alto Quiel, Panama",Medium-Light,11.66,November 2019
Red Rooster Coffee Roaster,Ethiopia Nansebo Worka,"Delicate, floral-toned. Narcissus-like flowers, honey, cocoa nib, apricot, fresh-cut cedar in aroma and cup. Sweet-tart structure with juicy, vibrant acidity; plush, syrupy mouthfeel. The rich, floral-laden finish is rife with supporting notes of apricot and cocoa nib.",https://bit.ly/2XuD3GS,"Yirgacheffe, southern Ethiopia",Medium-Light,1.75,November 2019
Klatch Coffee,Panama Elida Geisha Natural 1029,"Delicately and complexly aromatic, levitatingly high-toned. Dried passionfruit, aromatic orchid, frankincense, cocoa nib, tangerine zest in aroma and cup. Elegantly sweet structure with rich, vibrant acidity; lively, silky mouthfeel. The very long finish centers around frankincense-toned passionfruit and aromatic orchid with a cocoa throughline.",http://www.klatchcoffee.com,"Boquete growing region, western Panama",Medium-Light,157.5,November 2019
Klatch Coffee,Panama Elida Natural Catuai,"Richly and cleanly fruit-toned, chocolaty. Dried fig, chocolate fudge, molasses, oak, narcissus-like flowers in aroma and cup. Deeply sweet-tart in structure with high-toned, crisp acidity; full, creamy mouthfeel. The resonant flavor-saturated finish centers around fig and chocolate suggestions.",http://www.klatchcoffee.com,"Alto Quiel, Panama",Medium-Light,1.83,November 2019
Klatch Coffee,Ethiopia Yirgacheffe GR1 Bedhatu Jibicho Washed,"Deeply sweet, crisply herb-toned. Lemon verbena, plum, baking chocolate, hazelnut, honeysuckle in aroma and cup. Sweetly tart structure with brisk acidity; full, syrupy mouthfeel. Resonant finish with lemon verbena and baking chocolate front and center.",http://www.klatchcoffee.com,"Yirgacheffe growing region, southern Ethiopia",Medium-Light,1.5,November 2019
Klatch Coffee,Kenya Nyeri Othaya Gura AA,"Richly sweet-savory, vibrant. Cocoa nib, red currant, cedar, maple syrup, magnolia-like flowers in aroma and cup. Sweet, savory-edged structure with bright acidity; crisp yet velvety mouthfeel. Cocoa dominates in the finish, supported by red currant and cedar.",http://www.klatchcoffee.com,"Nyeri growing region, south-central Kenya",Medium-Light,1.75,November 2019
Temple Coffee Roasters,Kenya Ndaroini,"Rich-toned, chocolaty. Baking chocolate, hazelnut, plum, molasses, cedar in aroma and cup. Bittersweet structure with vibrant, juicy acidity; delicate, silky mouthfeel. Quiet, cocoa-toned finish.",https://www.templecoffee.com,"yeri growing region, south-central Kenya",Medium,2.04,November 2019
JBC Coffee Roasters,Harimau Tiger Sumatra,"Deeply sweet, resonantly savory, exceptionally vibrant. Apricot, honeysuckle, cannabis, wild honey, fresh-cut oak in aroma and cup. Sweet-umami in structure with crisp, bright acidity; lively malic acidity. The balanced finish leads with notes of honeysuckle and cannabis with undertones of wild honey.",https://www.jbccoffeeroasters.com/product-category/coffee/,"Mandheling growing region, northern Sumatra, Indonesia",Medium-Light,1.43,November 2019
JBC Coffee Roasters,Gachami Kenya,"Rich-toned, crisply sweet. Passionfruit, agave syrup, narcissus, dark chocolate, sandalwood in aroma and cup. Sweetly tart structure with bright, juicy acidity; plush, syrupy mouthfeel. The long, flavor-saturated finish centers around notes of passionfruit, dark chocolate and sandalwood.",https://www.jbccoffeeroasters.com/product-category/coffee/,"Kirinyaga District, south-central Kenya",Medium-Light,1.6,November 2019
JBC Coffee Roasters,Twisted V.5,"Evaluated as espresso. Richly sweet with savory complexity. Passionfruit, dark chocolate with coconut, pink peppercorn, moist pipe tobacco, rhododendron in aroma and small cup. Very light, satiny, tart mouthfeel. Crisp finish consolidates to notes of tobacco and pink peppercorn. In three parts milk, the rich savory elements resonate with attractive earthy nuance.",https://www.jbccoffeeroasters.com/product-category/coffee/,South America; Central America; Africa,Medium,1.31,November 2019
JBC Coffee Roasters,Finca Santa Isabel Guatemala,"Crisply sweet, cocoa-toned. Cocoa powder, date, hazelnut, freesia, cedar in aroma and cup. Sweet in structure with gentle, round acidity; crisp, satiny mouthfeel. Quiet finish with notes of cocoa powder, date and cedar.",https://www.jbccoffeeroasters.com/product-category/coffee/,"Santa Rosa growing region, Guatemala",Medium-Light,1.41,November 2019
Dragonfly Coffee Roasters,Washed Geisha Hacienda La Esmeralda Jaramillo Special,"Delicate, intricately sweet, vibrant  and impeccably balanced. Rose, crisp fruit (green apple, Bing cherry, wild strawberry), honey, tangerine zest, dragonwell green tea, fresh juniper in aroma and cup. The structure is incredibly sweet and juicy, yet zesty and richly tart. Light, but very silky mouthfeel. Flavor consolidates in the finish with a delicately crisp, sweet resonance.",https://dragonflycoffeeroasters.com/,"Boquete growing region, Panama",Medium-Light,31.25,November 2019
Willoughby's Coffee & Tea,Panama Perci Geisha Natural,"Bizarre, beautiful, shocking, intricate. Tropical fruit (lychee, passionfruit), sweet herb (clove, cilantro, dill, spearmint), dark chocolate, musk, yogurt. In structure quite sweet, roundly tart (think unsweetened yogurt), deeply savory. Lightly syrupy in mouthfeel. Passionfruit, chocolate, dill all make distinct appearances in the drying but sweetly and richly complex finish.",https://www.willoughbyscoffee.com/,"Volcan, Panama",Medium-Light,7.5,November 2019
Black & White Coffee Roasters,Cordillera del Fuego Costa Rica Anaerobic,"Crisply sweet, richly tart-savory. Dried apricot, marjoram, wild honey, oak, narcissus in aroma and cup. Balanced sweet-tart structure with vibrant, juicy acidity; satiny-smooth mouthfeel. The finish consolidates to dried apricot and marjoram with undertones of honey.",,"Tarrazu, Costa Rica",Medium-Light,1.67,November 2019
Collage Coffee,Cordillera del Fuego Costa Rica Anaerobic,"Richly spicy, musky, chocolaty. Mexican chocolate (cocoa nib, vanilla, cinnamon, sugar), dried parsley, nutmeg, musk in aroma and cup. Crisp and piquant in structure; light, silky mouthfeel. The impressive finish is drying yet quite sweet, saturated with chocolate, cinnamon and musk suggestions.",,"Tarrazu, Costa Rica",Medium-Light,1.5,November 2019
Manzanita Roasting Company,Costa Rica Anaerobic,"Intense, spicy-sweet, chocolaty. Mexican chocolate (cocoa nib, vanilla, cinnamon, sugar), oak, orange zest, juniper berry or a light whiff of gin in aroma and cup. Sweet but crisp and balanced in structure, with a savory bottom. Light, though quite syrupy, mouthfeel. Cinnamon dominates in the short finish, but cocoa comes forward in a sweet and long-lasting finish.",,"Tarrazu, Costa Rica",Light,1.5,November 2019
Coffeebar,Ethiopia Sidama Naia Bombe Dry Ferment Vertical Reserve,"Richly sweet-savory, spice- and floral-toned. Black cherry, tangerine zest, gardenia, marjoram, a hint of bay leaf in aroma and cup. In structure, sweet-tart and juicy with a savory depth. Syrupy and plush in mouthfeel; spicy flowers lead in a quietly flavor-saturated finish.    ",,"Jimma Zone, Oromia State, Ethiopia",Medium-Light,1.67,November 2019
Old Soul Co.,Colombia Monteblanco Gesha Cold Fermentation,"Richly sweet-savory. Black tea, dried lavender, baking chocolate, fresh peach, fresh sugarcane in aroma and cup. Sweet-tart-savory structure with rich, vibrant acidity; plump, syrupy mouthfeel. The gentle finish centers around savory notes of black tea with sugarcane and a hint of lavender.",,"Palestina region, Huila Department, Colombia",Medium,5.0,November 2019
Lexington Coffee Roasters,Chania Kenya,"Roundly bright, flowers and cocoa. Baking chocolate, passionfruit, roasted pecan, molasses, honeysuckle in aroma and cup. Delicately but intensely sweet-tart but poised in structure; light but very silky/supple in mouthfeel. Flavor consolidates in a sweet though drying finish. ",http://www.lexingtoncoffee.com,"Thika Plateau, Central Highlands, Kenya",Medium-Light,2.0,October 2019
Temple Coffee Roasters,Kenya Kibirigwi Thunguri,"Bright, richly sweet-savory. Blackberry, jasmine, oak, cocoa nib, pink peppercorn in aroma and cup. Sweetly savory structure with lively, juicy acidity; satiny-smooth mouthfeel. The flavor-saturated finish leads with blackberry and jasmine in the short; pink peppercorn and cocoa nib resurface in the long.",https://www.templecoffee.com,"Kirinyaga District, south-central Kenya",Medium-Light,1.83,October 2019
Dragonfly Coffee Roasters,Elida Estate Geisha Green-Tip Natural,"Vast yet intimate in its layered intricacy: complete and perfectly balanced. Complex flowers (citrus blossom, ginger blossom, aromatic orchid), bright, fresh fruit (pear, peach, tangerine), sweet cocoa, sandalwood, a hint of candycap mushroom in aroma and cup. In structure, juicy and lyrically bright with a subtly pungent umami base; light-footed, satiny mouthfeel. Pear leads into long, vibrantly flavor-saturated finish.  ",https://dragonflycoffeeroasters.com/,"Boquete growing region, western Panama",Medium-Light,135.0,October 2019
Paradise Roasters,Coffea Diversa Bourbon Rey Jamaica,"Deeply and richly sweet, cocoa-toned. Baker’s chocolate, fig cookie, agave syrup, oak, freesia-like flowers in aroma and cup. Richly sweet structure with brisk acidity; full, creamy mouthfeel. Resonant finish centers around baking chocolate and freesia.",https://paradiseroasters.com/,Jamaica,Medium-Light,4.99,October 2019
Paradise Roasters,Coffea Diversa Bourbon Rey Guatemala,"Richly sweet-tart; citrusy and bright. Lime zest, magnolia, cedar, almond, maple syrup in aroma and cup. Sweet-tart in structure with high-toned, vibrant acidity; crisp, satiny-smooth mouthfeel. The finish consolidates to notes of lime zest and magnolia with undertones of maple syrup.",https://paradiseroasters.com/,Guatemala,Medium-Light,4.99,October 2019
Baba Java Coffee,Colombia Huila,"Crisp, bright, savory-sweet. Cashew brittle, lemon blossom, tamarind, cedar, herbed goat cheese in aroma and cup. Tart-savory structure with brisk acidity; lightly satiny mouthfeel. The finish resonates with notes of citrus, sweet nuts and herbs.",https://bit.ly/3h2gxTc,"Huila Department, Colombia",Light,1.5,October 2019
Campos Coffee,Panama Hacienda La Esmeralda Super Mario Geisha,"Brightly fruit-toned, tropical, and aromatically vibrant. Lychee, passionfruit, dark chocolate, frankincense, star jasmine in aroma and cup. Deeply sweet-tart structure with high-toned, juicy acidity; lush, syrupy mouthfeel. Resounding flavor-saturated finish with layer after layer of fruit far into the long. ",http://bit.ly/2YEHDE5,"Boquete growing region, western Panama",Medium-Light,28.35,October 2019
Cafe Grumpy,Tablon La Cima,"Crisply sweet, cocoa-toned. Cocoa powder, lime zest, almond butter, freesia-like flowers, oak in aroma and cup. Sweetly tart structure with pert acidity; satiny-smooth mouthfeel. The quiet finish centers around cocoa and almond.",,"Santa Ana region, El Salvador",Medium-Light,1.67,October 2019
South Slope Coffee Roasters,Nicaragua Finca Idealista,"Richly sweet, vibrantly bright. Pink grapefruit zest, cocoa nib, apricot, hazelnut, cedar in aroma and cup. Sweet-tart structure with pert acidity; delicately silky mouthfeel. The gentle finish centers around notes of apricot and cocoa nib supported by rich hazelnut and hints of cedar.",,"Matagalpa growing region, Nicaragua",Medium-Light,1.5,October 2019
